"port_code","harbor_size","overhead_limits","channel_depth","anchorage_depth","cargo_depth","cranes_fixed","cranes_mobile","cranes_floating","railway","lifts100","lifts50","lifts25","lifts0","max_lift","lat","long"
"GBHDD","V","Y",3,5,NA,0,0,0,1,"U","U","U","U",0,53.7333333333333,-0.883333333333333
"GBHST","V","U",23,22,23,0,1,0,1,"U","U","U","U",0,55.75,-4.88333333333333
"GBIMM","M","Y",8,5,13,1,1,0,1,"N","Y","Y","Y",12,53.6333333333333,-0.2
"GBIVG","S","U",14,20,11,0,1,0,0,"Y","Y","Y","Y",12,57.6833333333333,-4.16666666666667
"GBINV","S","Y",2,9,5,0,1,0,0,"U","Y","Y","Y",12,57.4833333333333,-4.23333333333333
"GBIPS","S","Y",5,11,6,1,1,0,1,"U","U","Y","Y",12,52.05,1.16666666666667
"GBIOG","S","U",11,14,13,1,1,0,1,"U","U","U","Y",12,51.4333333333333,0.7
"GBKET","V","U",0,2,2,0,0,0,0,"U","U","U","U",0,59.2333333333333,-2.6
"GBKLK","V","N",1,11,2,0,0,0,0,"U","U","U","U",0,54.05,-5.98333333333333
"GBKLR","S","U",NA,9,7,0,0,0,1,"U","U","U","U",0,54.7333333333333,-5.71666666666667
"GBKLN","S","Y",2,5,5,1,1,0,1,"U","U","Y","Y",12,52.75,0.4
"GBHUL","M","Y",5,5,9,1,1,1,0,"Y","U","Y","Y",12,53.75,-0.283333333333333
"GBKWL","V","U",5,13,5,0,1,0,0,"U","U","U","Y",12,58.9833333333333,-2.96666666666667
"GBKYN","V","U",9,11,2,0,0,0,0,"U","U","U","U",0,57.2666666666667,-5.73333333333333
"GBKYL","V","U",5,13,5,1,0,0,1,"U","U","U","Y",12,57.2833333333333,-5.71666666666667
"GBLAH","V","U",23,23,NA,0,0,0,0,"U","U","U","U",0,55.5333333333333,-5.11666666666667
"GBLAN","S","Y",NA,8,3,0,0,0,1,"U","U","U","U",0,54.05,-2.78333333333333
"GBLGS","V","U",14,9,3,0,0,0,0,"U","U","U","U",0,55.8,-4.86666666666667
"GBLAR","S","Y",8,11,7,1,1,0,1,"U","U","Y","Y",12,54.85,-5.8
"GBLEI","M","Y",6,8,6,1,1,0,1,"U","Y","Y","Y",12,55.9833333333333,-3.18333333333333
"GBLER","M","U",9,10,13,1,1,0,0,"Y","Y","Y","Y",12,60.1666666666667,-1.15
"GBLIT","V","Y",0,5,NA,0,1,0,1,"U","U","U","Y",12,50.7833333333333,-0.533333333333333
"GBLIV","L","Y",6,6,13,1,1,1,1,"U","Y","Y","Y",12,53.4166666666667,-3
"GBLIB","V","U",NA,NA,NA,0,0,0,0,"U","U","U","U",0,53.5333333333333,-3.55
"GBLOL","V","U",0,14,8,0,0,0,0,"U","U","U","U",0,56.55,-5.76666666666667
"GBLBD","V","U",8,20,3,0,0,0,0,"U","U","U","U",0,57.15,-7.3
"GBLMA","V","U",13,13,3,0,1,0,0,"U","U","U","Y",12,57.6,-7.16666666666667
"GBLON","L","Y",8,14,3,1,1,1,1,"Y","Y","Y","Y",12,51.5,-0.0833333333333333
"GBLDY","M","Y",8,17,8,1,1,0,0,"U","U","Y","Y",12,55,-7.31666666666667
"GBLSS","V","U",3,13,0,0,1,0,0,"U","U","U","Y",12,57.7166666666667,-3.28333333333333
"GBLOW","S","Y",3,8,5,0,1,0,1,"U","U","U","Y",12,52.4833333333333,1.75
"GBLYS","M","Y",13,11,8,0,0,0,0,"U","U","U","U",0,58.8333333333333,-3.2
"GBMCD","V","Y",2,11,5,1,0,0,0,"U","U","U","Y",12,57.6666666666667,-2.5
"GBMLG","V","U",5,5,5,0,1,0,1,"U","U","U","Y",12,57,-5.81666666666667
"GBMNC","L","Y",5,6,5,1,1,1,0,"Y","Y","Y","Y",12,53.4833333333333,-2.26666666666667
"GBMTH","S","Y",2,11,5,0,1,0,1,"U","U","U","Y",12,56.1833333333333,-3
"GBMVG","V","U",2,3,0,0,0,0,0,"U","U","U","U",0,50.2666666666667,-4.78333333333333
"GBMLF","M","N",9,9,NA,0,1,0,0,"U","U","Y","Y",12,51.7166666666667,-5.03333333333333
"GBMLP","S","U",2,11,2,0,0,0,0,"U","U","U","U",0,55.75,-4.91666666666667
"GBMON","V","Y",5,23,6,1,1,0,0,"U","Y","Y","Y",12,56.7,-2.46666666666667
"GBCHE","V","U",11,16,2,1,1,1,1,"U","Y","Y","Y",12,53.3166666666667,-3.26666666666667
"GBNEA","V","Y",3,19,5,0,0,0,0,"U","U","U","U",0,51.6333333333333,-3.83333333333333
"GBNHV","V","Y",5,14,8,1,1,0,0,"U","U","U","Y",12,50.7833333333333,0.05
"GBNHO","V","U",0,5,0,0,1,1,0,"U","U","Y","Y",12,53.7,-0.366666666666667
"GBNYL","V","Y",14,14,5,0,1,0,1,"N","N","N","N",0,50.1,-5.55
"GBNPT","M","Y",9,17,6,1,1,0,0,"U","U","Y","Y",12,51.55,-2.98333333333333
"GBOBA","S","U",13,11,3,0,1,0,1,"U","U","U","Y",12,56.4166666666667,-5.46666666666667
"GBOKK","V","Y",6,NA,NA,0,0,0,1,"U","U","U","U",0,55.9166666666667,-4.46666666666667
"GBPAD","V","U",2,14,3,0,0,0,0,"N","N","N","N",0,50.55,-4.93333333333333
"GBPAR","V","Y",0,9,5,0,1,0,0,"U","U","U","Y",12,50.35,-4.7
"GBPEN","S","Y",NA,14,5,0,1,0,1,"U","Y","Y","Y",12,50.1166666666667,-5.53333333333333
"GBPER","S","Y",0,NA,3,1,1,0,0,"U","U","Y","Y",12,56.4,-3.45
"GBPHD","M","U",9,13,9,0,1,0,0,"Y","Y","Y","U",37,57.5,-1.78333333333333
"GBPLO","V","U",5,3,NA,0,0,0,1,"U","U","U","U",0,57.3333333333333,-5.65
"GBPLY","M","Y",9,8,8,1,1,1,0,"U","U","Y","Y",12,50.3666666666667,-4.15
"GBPOO","S","Y",5,11,6,0,1,0,1,"Y","Y","Y","Y",12,50.6833333333333,-1.95
"GBPLN","V","U",3,11,3,0,0,0,0,"U","U","U","U",0,55.6333333333333,-6.2
"GBPRH","M","N",11,20,13,1,1,0,1,"U","Y","U","Y",12,50.5833333333333,-2.43333333333333
"GBPMK","S","U",2,5,2,0,0,0,0,"U","U","U","U",0,57.8333333333333,-3.83333333333333
"GBPRT","V","Y",6,23,3,0,0,0,1,"U","U","U","U",0,57.4166666666667,-6.2
"GBME""","M","N",9,23,11,1,1,0,1,"U","Y","Y","Y",12,50.8,-1.1
"GBPTB","S","Y",11,22,14,1,1,0,0,"U","U","Y","U",37,51.5833333333333,-3.81666666666667
"GBRMG","S","U",6,2,6,1,1,0,1,"U","Y","Y","Y",12,51.3333333333333,1.41666666666667
"GBREN","V","Y",6,NA,2,0,0,0,1,"U","U","U","U",0,55.8833333333333,-4.38333333333333
"GBROY","S","Y",8,13,5,1,1,0,0,"U","Y","Y","U",37,56.0166666666667,-3.43333333333333
"GBRAY","V","U",13,14,2,0,1,0,0,"U","U","U","Y",12,55.8333333333333,-5.05
"GBRU7","V","N",0,5,3,0,1,0,0,"U","U","U","Y",12,50.9333333333333,0.766666666666667
"GBSWY","V","U",9,9,7,0,1,0,0,"Y","U","U","U",100,60.1333333333333,-1.28333333333333
"GBSCF","S","U",14,14,2,0,0,0,0,"U","U","U","U",0,58.95,-2.98333333333333
"GBSCA","V","U",2,8,5,1,1,0,1,"U","U","Y","Y",12,54.2833333333333,-0.4
"GBSCR","S","N",8,9,9,1,1,0,0,"U","Y","Y","Y",12,58.6166666666667,-3.55
"GBSEA","S","Y",2,13,6,1,1,1,1,"U","U","Y","Y",12,54.8333333333333,-1.31666666666667
"GBSSS","S","Y",2,6,6,1,1,1,0,"U","U","U","Y",12,51.7166666666667,-2.48333333333333
"GBSHS","V","U",11,14,11,0,0,0,1,"U","U","U","Y",12,51.45,0.75
"GBSHO","V","Y",2,9,6,1,1,0,1,"U","U","U","Y",12,50.8166666666667,-0.25
"GBSIL","S","Y",5,6,5,0,1,0,1,"U","U","Y","U",37,54.8666666666667,-3.4
"GBSOU","L","U",13,22,14,1,1,1,1,"Y","Y","U","Y",12,50.9,-1.4
"GBSGP","V","U",2,5,2,0,0,0,0,"U","U","U","U",0,58.8333333333333,-2.95
"GBSVZ","S","Y",11,5,5,0,0,0,1,"U","U","U","U",0,49.9166666666667,-6.31666666666667
"GBSTO","V","U",6,14,6,0,1,0,0,"U","U","U","Y",12,58.1833333333333,-6.36666666666667
"GBSTR","V","U",5,5,5,1,1,0,1,"U","Y","U","Y",12,54.9,-5.03333333333333
"GBSNS","V","N",5,6,6,0,1,0,0,"U","U","U","Y",12,58.9666666666667,-3.3
"GBSUL","S","U",23,NA,NA,0,0,0,0,"U","U","U","U",0,60.4666666666667,-1.3
"GBSUN","M","Y",6,13,6,1,1,0,1,"U","U","Y","Y",12,54.9166666666667,-1.36666666666667
"GBSWA","S","Y",3,9,9,1,1,0,1,"U","U","Y","Y",12,51.6166666666667,-3.95
"GBTAR","V","U",9,17,6,0,1,0,1,"U","U","U","U",0,57.9,-6.81666666666667
"GBTEE","L","Y",14,13,6,1,1,1,1,"Y","Y","Y","Y",12,54.65,-1.13333333333333
"GBTNM","V","Y",0,23,5,1,1,0,1,"U","Y","Y","Y",12,50.55,-3.5
"GBTHP","S","U",11,14,16,1,1,0,1,"U","Y","Y","U",37,51.4333333333333,0.7
"GBTIL","S","Y",NA,6,9,1,0,0,1,"U","U","Y","Y",12,51.4666666666667,0.333333333333333
"GBTOB","V","U",20,23,2,0,0,0,0,"U","U","U","U",0,56.6166666666667,-6.06666666666667
"GBTOR","V","U",5,23,3,0,0,0,1,"U","U","U","U",0,50.4666666666667,-3.53333333333333
"GBTRN","V","Y",3,5,5,1,0,0,1,"U","Y","Y","Y",12,55.55,-4.68333333333333
"GBTYM","M","Y",8,13,6,1,1,1,1,"Y","U","Y","Y",12,55,-1.4
"GBUIG","V","U",13,8,5,0,0,0,0,"U","U","U","U",0,57.5833333333333,-6.35
"GBULL","V","U",6,23,5,0,0,0,0,"U","U","U","U",0,57.9,-5.15
"GBWKO","V","Y",2,8,2,0,0,0,1,"U","U","U","U",0,55.3333333333333,-1.58333333333333
"GBWPT","V","U",5,6,8,1,1,0,1,"U","U","Y","U",37,54.1,-6.25
"GBWAT","V","U",2,6,5,1,1,0,0,"U","U","U","Y",12,51.1833333333333,-3.33333333333333
"GBWEY","S","Y",5,17,5,0,1,0,1,"Y","U","U","U",100,50.6166666666667,-2.45
"GBWTB","S","Y",5,13,2,0,1,0,0,"U","Y","Y","Y",12,54.4833333333333,-0.616666666666667
"GBWHL","V","U",3,2,2,0,0,0,0,"U","U","U","U",0,59.1333333333333,-2.6
"GBWTS","S","U",2,3,5,0,1,0,1,"U","U","U","Y",12,51.3666666666667,1.03333333333333
"GBWIC","S","Y",4,12,2,0,0,0,0,"U","U","U","U",0,58.4333333333333,-3.08333333333333
"GBWIS","S","Y",0,5,3,0,1,0,0,"U","U","Y","U",37,52.6666666666667,0.15
"GBWOR","V","Y",2,16,5,1,1,0,1,"U","U","Y","Y",12,54.5666666666667,-3.63333333333333
"GBYMO","S","N",2,14,2,1,1,0,0,"U","U","U","Y",12,50.7,-1.5
"NOAKM","V","Y",14,NA,2,0,0,0,0,"U","U","U","U",0,59.2666666666667,5.18333333333333
"NOBSD","V","N",6,NA,9,1,0,0,1,"U","U","U","Y",12,68.0666666666667,13.7
"NOBTS","V","U",NA,5,6,1,0,0,0,"U","U","U","Y",12,68.2333333333333,14.85
"NOBVK","S","Y",11,17,9,0,0,0,1,"N","N","N","N",0,59.0666666666667,9.7
"NODRG","V","N",NA,23,3,0,0,0,0,"U","U","U","U",0,68.05,16.0833333333333
"NOHRD","M","N",23,23,8,0,1,0,0,"U","U","Y","U",37,68.8,16.55
"NOHNE","V","N",NA,NA,14,0,0,0,0,"U","U","U","U",0,66.2333333333333,13.6166666666667
"NOHOK","V","N",NA,23,5,1,1,0,1,"U","U","U","Y",12,63.4166666666667,10.8
"NOKAR","M","Y",23,23,11,0,0,0,0,"U","U","U","U",0,59.2666666666667,5.51666666666667
"NOKOP","V","Y",5,9,5,0,1,1,0,"Y","Y","U","U",75,59.2833333333333,5.31666666666667
"NOMLT","V","N",NA,20,3,0,0,0,0,"U","U","U","U",0,62.3,5.65
"NOSPG","V","Y",5,NA,5,1,1,0,1,"U","U","Y","U",37,59.2666666666667,11.1
"NOSKN","V","Y",5,9,8,0,0,0,0,"U","U","U","U",0,68.5666666666667,14.9166666666667
"NOSUN","V","Y",23,9,9,1,1,0,0,"U","Y","Y","Y",12,62.6833333333333,8.55
"TRALA","V","U",NA,14,5,0,0,0,0,"U","U","U","U",0,36.5333333333333,32
"TRALI","V","U",NA,8,NA,1,0,0,1,"Y","Y","Y","Y",12,38.8333333333333,26.9333333333333
"TRAMR","V","U",NA,5,5,1,1,0,0,"Y","Y","Y","Y",12,40.9666666666667,28.7
"TRAYT","S","U",6,20,5,1,1,0,0,"U","U","Y","Y",12,36.8333333333333,30.6166666666667
"TRUZE","V","U",NA,19,NA,0,0,0,0,"U","U","U","U",0,36.8166666666667,30.6
"TRAYV","V","U",5,9,3,0,0,0,0,"U","U","U","U",0,39.3166666666667,26.7
"TRBDM","V","U",23,11,8,0,1,0,1,"U","U","Y","U",37,40.35,27.9666666666667
"TRBXN","V","N",NA,17,22,0,0,0,0,"U","U","U","U",0,37.0333333333333,27.4333333333333
"TRBOT","V","U",NA,NA,23,0,0,0,0,"U","U","U","U",0,36.8833333333333,35.9333333333333
"TRCKZ","S","U",23,20,5,0,0,0,0,"U","U","U","U",0,40.15,26.4
"TRDRC","S","U",5,23,2,1,1,0,1,"U","U","Y","Y",12,40.75,29.8166666666667
"TRDIK","V","N",NA,20,6,0,0,0,1,"U","U","U","U",0,39.0166666666667,26.8166666666667
"TRECE","V","U",NA,23,NA,0,0,0,0,"U","U","U","U",0,40.1833333333333,26.3666666666667
"TRERK","V","U",23,17,3,0,0,0,0,"U","U","U","U",0,40.3833333333333,27.8
"TRERE","V","Y",20,13,9,1,1,0,1,"U","U","Y","Y",12,41.3,31.45
"TRFET","V","Y",23,11,9,0,0,0,0,"U","U","U","U",0,36.6333333333333,29.1
"TRGEB","V","N",NA,17,8,0,0,0,1,"U","U","U","U",0,40.7666666666667,29.55
"TRGEL","V","N",NA,22,20,0,0,0,0,"U","U","U","U",0,40.4,26.6666666666667
"TRGEM","V","Y",NA,23,6,0,1,0,0,"Y","Y","Y","U",37,40.4166666666667,29.1166666666667
"TRGIR","V","U",23,23,6,1,1,0,0,"U","U","U","Y",12,40.9333333333333,38.4
"TRGOK","V","U",5,13,NA,1,0,1,0,"U","N","Y","Y",12,40.7333333333333,29.8166666666667
"TRGUL","V","U",NA,20,8,0,0,0,0,"U","U","U","U",0,37.25,27.6166666666667
"TRHAY","M","Y",23,11,5,1,1,1,1,"Y","Y","Y","Y",12,41,29.0166666666667
"TRHOP","V","U",23,23,8,1,1,1,0,"U","U","Y","Y",12,41.4166666666667,41.4
"TRINE","V","U",5,5,5,0,0,0,0,"U","U","U","U",0,41.9833333333333,33.7666666666667
"TRISK","V","U",11,5,13,1,1,1,1,"U","Y","Y","Y",12,36.6,36.1666666666667
"TRIST","L","Y",13,23,6,0,1,1,1,"U","Y","Y","Y",12,41.0166666666667,28.9666666666667
"TRITY","V","Y",23,23,2,0,0,0,0,"U","U","U","U",0,41.1166666666667,29.05
"TRIZM","L","U",9,14,8,1,1,1,1,"Y","Y","Y","Y",12,38.4333333333333,27.1333333333333
"TRIZT","S","Y",5,16,5,0,0,0,1,"U","U","U","U",0,40.7666666666667,29.9166666666667
"TRKRB","V","U",5,11,3,0,0,0,0,"U","U","U","U",0,40.4,27.3166666666667
"TRKUS","V","U",9,23,NA,0,0,0,0,"U","U","U","U",0,37.8666666666667,27.25
"TRMRM","V","N",23,13,6,0,0,0,0,"U","U","U","U",0,36.85,28.2833333333333
"TRMER","M","Y",11,3,3,1,1,0,1,"U","U","Y","Y",12,36.8,34.6333333333333
"TRMUD","V","U",23,23,5,0,0,0,0,"U","U","U","U",0,40.3833333333333,28.8833333333333
"TRNEM","M","U",16,16,6,1,1,0,0,"Y","U","U","Y",12,38.7666666666667,26.9166666666667
"TRORD","V","U",23,8,5,0,0,0,0,"U","U","Y","Y",12,41,37.8833333333333
"TRRIZ","V","U",23,11,8,0,1,0,0,"U","U","Y","Y",12,41.0666666666667,40.5166666666667
"TRSSX","L","U",11,23,5,1,1,0,1,"U","U","Y","Y",12,41.3,36.35
"TRSIC","V","U",3,8,2,1,1,0,0,"U","U","Y","Y",12,42.05,35.1666666666667
"TRTAS","V","U",23,8,5,0,0,0,0,"U","U","U","U",0,36.3166666666667,33.8833333333333
"TRTEK","V","U",NA,11,9,1,1,0,0,"U","Y","Y","Y",12,40.9833333333333,27.5166666666667
"TRTGT","V","U",NA,23,5,1,1,0,0,"Y","Y","U","Y",12,36.9166666666667,35.9666666666667
"TRTZX","V","U",9,23,9,1,1,0,0,"N","Y","Y","Y",12,41.0166666666667,39.7666666666667
"TRYAK","V","U",17,19,5,0,1,0,1,"Y","Y","Y","Y",12,36.7166666666667,36.1833333333333
"TRYAR","S","U",NA,14,6,1,0,0,1,"U","Y","U","U",75,40.8,29.7
"TRZON","V","U",5,23,5,1,1,1,1,"U","Y","U","Y",12,41.4666666666667,31.8166666666667
"NOMJF","V","Y",4,9,4,1,1,0,1,"N","N","Y","Y",12,65.8333333333333,13.2
"NOKRS","S","Y",4,14,4,1,1,NA,1,NA,"Y","Y","Y",12,58.15,8
"GBPME","S","Y",9,20,9,NA,1,NA,1,"Y","Y","Y","Y",12,43.0833333333333,-70.75
"NOOSL","L",NA,11,17,4,1,1,1,1,"Y","Y","Y","Y",12,59.9166666666667,10.75
"NOMSS","S","Y",11,20,7,1,1,1,1,NA,"Y","Y",NA,37,59.45,10.6666666666667
"NOFRK","S","Y",4,7,3,1,1,NA,1,NA,"Y","Y","Y",12,59.2,10.95
"SEGOT","L","Y",7,23,4,1,1,1,1,"Y","Y","Y","Y",12,57.7,11.9666666666667
"SEHAD","S","Y",11,7,6,1,1,NA,1,"Y",NA,"Y","Y",12,56.6666666666667,12.8666666666667
"SEHEL","M","N",9,14,4,1,1,NA,1,NA,NA,"Y","Y",12,56.05,12.7
"SEMMA","L","Y",7,9,4,1,1,NA,1,NA,"Y","Y",NA,37,55.6166666666667,13
"SEGVX","S","Y",9,11,7,1,NA,NA,1,NA,NA,"Y",NA,37,60.6833333333333,17.1666666666667
"FIOUL","L","Y",6,11,6,NA,1,NA,1,NA,"Y",NA,"Y",12,65.0166666666667,25.4
"FIRAU","M","Y",9,7,4,NA,1,NA,1,NA,NA,NA,"Y",12,61.1333333333333,21.5
"FIHKO","S",NA,6,23,12,1,1,NA,1,NA,NA,"Y","Y",12,59.8166666666667,22.95
"FIHEL","L","Y",7,11,3,1,1,1,1,"Y","Y","Y","Y",12,60.1666666666667,24.9666666666667
"EETLL","L","Y",6,20,3,1,1,1,0,"Y","Y","Y","Y",12,59.45,24.7666666666667
"LVRIX","L","Y",12,21,9,1,1,NA,0,NA,"Y","Y","Y",12,56.95,24.1
"LTKLJ","M","Y",9,23,6,NA,1,1,1,NA,"Y","Y","Y",12,55.7166666666667,21.1166666666667
"DELBC","M","Y",7,12,7,1,1,1,1,NA,"Y","Y","Y",12,53.8833333333333,10.7
"DEKEL","L","Y",11,6,4,1,1,NA,1,NA,NA,"Y","Y",12,54.3166666666667,10.1333333333333
"DKAAR","M","Y",11,11,7,1,1,1,1,NA,"Y","Y","Y",12,56.15,10.2166666666667
"DKAAL","S","Y",9,6,9,1,NA,1,1,NA,"Y","Y","Y",12,57.05,9.93333333333333
"IEDUB","M","Y",9,20,9,1,1,1,1,"Y","Y","Y",NA,37,53.35,-6.25
"MTMAR","S",NA,14,23,15,NA,1,NA,0,NA,NA,"Y",NA,37,35.8166666666667,14.55
"SIKOP","S","N",12,17,12,1,1,NA,1,NA,"Y","Y","Y",12,45.55,13.7333333333333
"MEBAR","S","N",17,23,9,1,1,1,0,NA,"Y","Y","Y",12,42.0833333333333,19.0833333333333
"TRAMB","V",NA,NA,4,4,1,1,NA,0,"Y","Y","Y","Y",12,40.9666666666667,28.7
"BGVAR","L","Y",9,15,4,1,1,1,1,"Y",NA,"Y","Y",12,43.1833333333333,27.9666666666667
"ITRAN","S","Y",9,4,4,NA,1,1,1,"Y",NA,"Y","Y",12,44.5,12.2833333333333
"NLMOE","M",NA,8,NA,8,1,1,1,1,"N","Y","Y","N",37,51.7,4.58333333333333
"DKCPH","L",NA,6,9,9,1,1,1,1,"Y","Y","Y","Y",12,55.7,12.6333333333333
"FR_4","M",NA,9,11,6,NA,1,NA,0,NA,NA,"Y","Y",12,NA,NA
"MQFDF","M",NA,9,11,6,NA,1,NA,0,NA,NA,"Y","Y",12,14.6,-61.0666666666667
"REPDG","VS",NA,1,11,3,NA,NA,NA,0,NA,NA,NA,NA,0,-20.9166666666667,55.2833333333333
"ESMLN",NA,NA,NA,NA,9,NA,NA,NA,0,NA,NA,NA,NA,0,35.3,-2.93333333333333
"GBFOR",NA,NA,NA,NA,20,NA,NA,NA,0,NA,NA,NA,NA,0,56.0333333333333,-3.23333333333333
"GBMED",NA,NA,NA,NA,8,NA,NA,NA,0,NA,NA,NA,NA,0,51.6666666666667,0.9
"GBMME","L",NA,3,12,7,1,1,1,1,"Y","Y","Y","Y",12,NA,NA
"GPPTP","S",NA,11,11,11,NA,1,NA,0,NA,NA,NA,NA,0,16.2333333333333,-61.5333333333333
"ESCAS","S",NA,9,11,7,1,1,1,0,"Y","Y","Y",NA,37,39.9666666666667,0.0166666666666667
"NOBRG",NA,NA,NA,NA,10,1,1,NA,0,"Y","Y","Y","Y",12,59.2666666666667,11.0333333333333
"NOGVL",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA
"PTCNL","S",NA,NA,NA,11,NA,NA,NA,0,NA,"Y",NA,NA,75,32.7333333333333,-16.7333333333333
"ESAGA",NA,NA,NA,NA,5,NA,NA,NA,0,NA,NA,NA,NA,0,28.1,-15.7166666666667
"BE003",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA
